95	35.6974457	2.661254836	24	6.47151816	3.708557931
116		3.249532221	30		4.635697414
121		3.389598265	28		4.32665092
184		5.154430419	16		2.472371954
111		3.109466177	29		4.481174167
70		1.960924616	43		6.644499627
97		2.717281254	24		3.708557931
140		3.921849232	20		3.090464943
86		2.409135957	33		5.099267156
69		1.932911407	37		5.717360144
145		4.061915276	24		3.708557931
70		1.960924616	34		5.253790403
123		3.445624682	25		3.863081179
112		3.137479386	29		4.481174167
68		1.904898198	38		5.871883391
97		2.717281254	34		5.253790403
110		3.081452968	28		4.32665092
102		2.857347298	30		4.635697414
116		3.249532221	30		4.635697414
68		1.904898198	38		5.871883391
69		1.932911407	37		5.717360144
145		4.061915276	24		3.708557931
68		1.904898198	38		5.871883391
161		4.510126617	24		3.708557931
69		1.932911407	36		5.562836897
114		3.193505803	28		4.32665092
95		2.661254836	33		5.099267156
76		2.129003869	34		5.253790403
69		1.932911407	37		5.717360144
116		3.249532221	30		4.635697414
145		4.061915276	24		3.708557931
70		1.960924616	34		5.253790403
68		1.904898198	41		6.335453133
62		1.736818946	32		4.944743909
68		1.904898198	41		6.335453133
82		2.297083122	33		5.099267156
64		1.792845363	42		6.48997638
68		1.904898198	38		5.871883391
56		1.568739693	47		7.262592616
88		2.465162374	32		4.944743909
116		3.249532221	30		4.635697414
156		4.370060573	24		3.708557931
56		1.568739693	47		7.262592616
70		1.960924616	37		5.717360144
116		3.249532221	30		4.635697414
114		3.193505803	28		4.32665092
207		5.798734222	25		3.863081179
52		1.456686858	46		7.108069369
112		3.137479386	29		4.481174167
68		1.904898198	38		5.871883391
116		3.249532221	30		4.635697414
142		3.97787565	24		3.708557931
73		2.044964242	31		4.790220661
116		3.249532221	30		4.635697414
156		4.370060573	24		3.708557931
112		3.137479386	29		4.481174167
85		2.381122748	34		5.253790403
92		2.57721521	34		5.253790403
84		2.353109539	32		4.944743909
110		3.081452968	28		4.32665092
152		4.258007738	25		3.863081179
95		2.661254836	33		5.099267156
68		1.904898198	38		5.871883391
62		1.736818946	37		5.717360144
94		2.633241627	32		4.944743909
92		2.57721521	34		5.253790403
102.591133		2.87390683	31		4.790220661
184		5.154430419	16		2.472371954
102		2.857347298	30		4.635697414
68		1.904898198	42		6.48997638
114		3.193505803	28		4.32665092
111		3.109466177	23		3.554034684
68		1.904898198	38		5.871883391
160		4.482113408	25		3.863081179
68		1.904898198	38		5.871883391
175		4.90231154	24		3.708557931
92		2.57721521	32		4.944743909
70		1.960924616	47		7.262592616
114		3.193505803	28		4.32665092
134		3.753769979	23		3.554034684
162		4.538139826	22		3.399511437
116		3.249532221	30		4.635697414
97		2.717281254	34		5.253790403
145		4.061915276	24		3.708557931
184		5.154430419	16		2.472371954
95		2.661254836	33		5.099267156
88		2.465162374	30		4.635697414
82		2.297083122	25		3.863081179
114		3.193505803	28		4.32665092
156		4.370060573	24		3.708557931
140		3.921849232	20		3.090464943
110		3.081452968	28		4.32665092
70		1.960924616	34		5.253790403
95		2.661254836	25		3.863081179
70		1.960924616	34		5.253790403
207		5.798734222	25		3.863081179
68		1.904898198	38		5.871883391
140		3.921849232	20		3.090464943
102		2.857347298	30		4.635697414
56		1.568739693	47		7.262592616
116		3.249532221	30		4.635697414
207		5.798734222	25		3.863081179
102		2.857347298	30		4.635697414
160		4.482113408	26		4.017604426
85		2.381122748	34		5.253790403
112		3.137479386	29		4.481174167
62		1.736818946	38		5.871883391
70		1.960924616	43		6.644499627
97		2.717281254	34		5.253790403
68		1.904898198	38		5.871883391
52		1.456686858	46		7.108069369
69		1.932911407	37		5.717360144
82		2.297083122	32		4.944743909
116		3.249532221	30		4.635697414
76		2.129003869	34		5.253790403
102		2.857347298	30		4.635697414
82		2.297083122	33		5.099267156
143		4.005888858	27		4.172127673
112		3.137479386	29		4.481174167
70		1.960924616	37		5.717360144
145		4.061915276	24		3.708557931
85		2.381122748	34		5.253790403
68		1.904898198	38		5.871883391
68		1.904898198	38		5.871883391
160		4.482113408	26		4.017604426
85		2.381122748	34		5.253790403
88		2.465162374	30		4.635697414
111		3.109466177	29		4.481174167
114		3.193505803	28		4.32665092
116		3.249532221	30		4.635697414
116		3.249532221	30		4.635697414
62		1.736818946	39		6.026406639
184		5.154430419	16		2.472371954
92		2.57721521	34		5.253790403
161		4.510126617	24		3.708557931
90		2.521188792	29		4.481174167
52		1.456686858	46		7.108069369
68		1.904898198	38		5.871883391
68		1.904898198	41		6.335453133
82		2.297083122	25		3.863081179
207		5.798734222	25		3.863081179
73		2.044964242	31		4.790220661
116		3.249532221	30		4.635697414
69		1.932911407	37		5.717360144
116		3.249532221	30		4.635697414
114		3.193505803	28		4.32665092
84		2.353109539	32		4.944743909
92		2.57721521	32		4.944743909
85		2.381122748	34		5.253790403
114		3.193505803	28		4.32665092
64		1.792845363	42		6.48997638
73		2.044964242	31		4.790220661
68		1.904898198	38		5.871883391
90		2.521188792	29		4.481174167
68		1.904898198	38		5.871883391
142		3.97787565	24		3.708557931
88		2.465162374	31		4.790220661
100		2.80132088	32		4.944743909
73		2.044964242	33		5.099267156
106		2.969400133	27		4.172127673
116		3.249532221	30		4.635697414
70		1.960924616	34		5.253790403
95		2.661254836	25		3.863081179
95		2.661254836	24		3.708557931
52		1.456686858	46		7.108069369
145		4.061915276	24		3.708557931
114		3.193505803	25		3.863081179
184		5.154430419	16		2.472371954
102.591133		2.87390683	31		4.790220661
102		2.857347298	30		4.635697414
152		4.258007738	25		3.863081179
95		2.661254836	33		5.099267156
110		3.081452968	24		3.708557931
112		3.137479386	29		4.481174167
73		2.044964242	33		5.099267156
134		3.753769979	23		3.554034684
116		3.249532221	30		4.635697414
92		2.57721521	32		4.944743909
97		2.717281254	24		3.708557931
94		2.633241627	32		4.944743909
102		2.857347298	30		4.635697414
62		1.736818946	38		5.871883391
95		2.661254836	33		5.099267156
68		1.904898198	38		5.871883391
70		1.960924616	34		5.253790403
70		1.960924616	37		5.717360144
85		2.381122748	34		5.253790403
161		4.510126617	24		3.708557931
68		1.904898198	38		5.871883391
110		3.081452968	28		4.32665092
70		1.960924616	34		5.253790403
95		2.661254836	24		3.708557931
69		1.932911407	37		5.717360144
111		3.109466177	23		3.554034684
207		5.798734222	25		3.863081179
121		3.389598265	28		4.32665092
92		2.57721521	34		5.253790403
68		1.904898198	38		5.871883391
162		4.538139826	22		3.399511437
114		3.193505803	28		4.32665092
184		5.154430419	16		2.472371954
62		1.736818946	32		4.944743909
68		1.904898198	38		5.871883391
82		2.297083122	25		3.863081179
116		3.249532221	30		4.635697414
